SuburbClass,Price,Rooms,Bedroom2,Bathroom,Car,Distance,YearBuilt
2,720000.0,3,3.0,2.0,2.0,15.0,1978.0
2,936000.0,3,3.0,2.0,2.0,15.0,1994.0
2,721000.0,3,3.0,1.0,1.0,15.0,1978.0
2,1000000.0,3,3.0,2.0,1.0,7.0,1940.0
2,890000.0,2,3.0,1.0,2.0,7.0,1950.0
2,1165000.0,3,3.0,1.0,0.0,7.0,1910.0
2,1550000.0,4,4.0,2.0,2.0,7.0,2010.0
2,770000.0,3,3.0,1.0,2.0,7.0,1960.0
2,871000.0,3,3.0,2.0,2.0,7.0,1965.0
2,780000.0,3,3.0,2.0,2.0,7.0,2004.0
2,650000.0,2,2.0,1.0,1.0,7.0,1980.0
2,770000.0,3,2.0,1.0,1.0,7.0,1890.0
2,890000.0,2,2.0,1.0,0.0,7.0,1920.0
2,1235000.0,4,4.0,2.0,2.0,7.0,2011.0
2,1000000.0,2,2.0,1.0,1.0,7.0,1910.0
2,1320000.0,3,3.0,2.0,2.0,7.0,1920.0
2,1100000.0,3,3.0,2.0,0.0,7.0,1910.0
2,910000.0,3,3.0,3.0,2.0,7.0,2013.0
2,856000.0,2,2.0,1.0,1.0,7.0,1880.0
2,670000.0,3,3.0,1.0,1.0,7.0,1960.0
2,706000.0,4,2.0,1.0,0.0,7.0,1900.0
2,1050000.0,3,2.0,2.0,1.0,7.0,1960.0
2,1320000.0,4,4.0,2.0,1.0,7.0,1915.0
2,1414000.0,3,3.0,2.0,2.0,7.0,1900.0
2,1815000.0,5,5.0,2.0,2.0,7.0,1890.0
2,630000.0,2,2.0,1.0,1.0,7.0,2003.0
2,1870000.0,4,4.0,1.0,3.0,7.0,1968.0
2,1930000.0,3,3.0,1.0,4.0,7.0,1920.0
2,1040000.0,3,2.0,2.0,0.0,7.0,2016.0
2,1419000.0,3,3.0,1.0,2.0,7.0,1920.0
2,1050000.0,3,3.0,1.0,2.0,7.0,1940.0
2,470000.0,1,1.0,1.0,2.0,7.0,2004.0
2,796000.0,3,3.0,1.0,1.0,7.0,1960.0
2,1217500.0,3,3.0,3.0,1.0,7.0,2016.0
2,1055000.0,3,3.0,1.0,3.0,7.0,1940.0
2,620000.0,3,3.0,3.0,1.0,7.0,2014.0
2,660000.0,4,4.0,1.0,2.0,7.0,1910.0
2,950000.0,3,3.0,1.0,2.0,7.0,1880.0
2,1200000.0,4,4.0,2.0,2.0,7.0,1900.0
2,1005000.0,3,3.0,1.0,1.0,7.0,1960.0
2,1340000.0,4,4.0,2.0,0.0,7.0,1900.0
2,865000.0,3,3.0,1.0,1.0,7.0,1930.0
2,781500.0,3,2.0,1.0,2.0,7.0,1950.0
2,1401000.0,4,4.0,1.0,1.0,7.0,1910.0
2,630000.0,2,2.0,2.0,2.0,7.0,2000.0
2,1137500.0,5,2.0,3.0,4.0,7.0,1950.0
2,1158000.0,4,4.0,1.0,3.0,7.0,1910.0
2,955000.0,3,3.0,2.0,2.0,7.0,2006.0
2,1081000.0,3,3.0,1.0,1.0,7.0,1940.0
2,725000.0,3,3.0,1.0,5.0,7.0,1940.0
2,767000.0,2,2.0,1.0,0.0,7.0,1920.0
2,1450000.0,3,3.0,2.0,2.0,7.0,2016.0
2,1430000.0,3,3.0,3.0,2.0,7.0,1940.0
2,1275000.0,3,3.0,1.0,2.0,7.0,1910.0
2,1606000.0,4,4.0,2.0,3.0,7.0,1890.0
2,970000.0,4,3.0,1.0,2.0,7.0,1960.0
2,780000.0,2,2.0,1.0,1.0,7.0,1950.0
2,670000.0,3,3.0,1.0,1.0,7.0,1950.0
2,908000.0,3,3.0,2.0,0.0,7.0,1900.0
2,1380000.0,3,3.0,2.0,2.0,7.0,1910.0
2,966000.0,3,3.0,2.0,2.0,7.0,1970.0
2,1520000.0,4,4.0,2.0,0.0,7.0,1910.0
2,1287000.0,5,5.0,2.0,2.0,7.0,1930.0
2,800000.0,3,3.0,2.0,1.0,7.0,2007.0
2,1460000.0,3,3.0,1.0,2.0,7.0,1900.0
2,840000.0,3,4.0,1.0,1.0,7.0,1970.0
2,900500.0,3,2.0,1.0,1.0,7.0,1970.0
2,940000.0,3,3.0,2.0,2.0,7.0,2007.0
1,1646000.0,4,4.0,3.0,2.0,9.1,1950.0
1,760000.0,3,3.0,1.0,1.0,9.1,1940.0
1,1346000.0,4,2.0,2.0,2.0,9.1,1995.0
1,935000.0,3,3.0,2.0,2.0,9.1,2005.0
1,3900000.0,4,4.0,4.0,4.0,9.1,2010.0
1,1150000.0,4,4.0,2.0,2.0,9.1,2010.0
1,1720000.0,1,3.0,2.0,1.0,9.1,1965.0
1,1705000.0,2,2.0,1.0,2.0,9.1,1980.0
1,1190000.0,3,3.0,1.0,1.0,9.1,1950.0
1,1740000.0,5,3.0,3.0,2.0,9.1,1925.0
1,1200000.0,4,4.0,2.0,2.0,9.1,2010.0
1,1300000.0,3,3.0,3.0,1.0,9.1,2016.0
1,670000.0,2,2.0,1.0,2.0,9.1,1990.0
1,1350000.0,4,3.0,2.0,2.0,9.1,1960.0
2,773000.0,3,3.0,1.0,2.0,9.5,1955.0
2,770000.0,3,3.0,1.0,4.0,9.5,1960.0
2,645000.0,3,3.0,1.0,2.0,9.5,1950.0
2,720000.0,3,3.0,2.0,1.0,9.5,2012.0
2,625000.0,3,3.0,1.0,2.0,9.5,1950.0
2,1310000.0,3,3.0,1.0,2.0,4.5,1950.0
2,856000.0,4,4.0,2.0,2.0,4.5,1997.0
2,580000.0,2,2.0,1.0,1.0,4.5,1975.0
2,940000.0,3,3.0,1.0,2.0,4.5,1995.0
2,1495000.0,3,3.0,1.0,1.0,4.5,1920.0
2,1550000.0,4,4.0,2.0,2.0,4.5,1940.0
2,1815000.0,4,4.0,1.0,1.0,4.5,1890.0
2,1625000.0,4,4.0,2.0,2.0,4.5,1890.0
2,899000.0,3,3.0,2.0,1.0,4.5,2007.0
2,1080000.0,2,2.0,1.0,0.0,4.5,1890.0
2,1170000.0,3,3.0,2.0,0.0,4.5,1998.0
2,1574000.0,3,3.0,3.0,2.0,4.5,2007.0
2,1679000.0,3,3.0,2.0,0.0,4.5,1920.0
2,1050000.0,3,3.0,3.0,2.0,4.5,1998.0
2,825000.0,3,3.0,1.0,1.0,4.5,1920.0
2,998000.0,3,3.0,1.0,2.0,4.5,2000.0
2,1010000.0,3,3.0,2.0,1.0,4.5,2014.0
2,910000.0,3,2.0,1.0,1.0,4.5,1900.0
2,1050000.0,3,3.0,1.0,1.0,4.5,1900.0
2,1600000.0,3,3.0,1.0,2.0,4.5,1920.0
2,1325000.0,3,3.0,2.0,2.0,4.5,1940.0
2,1335000.0,3,3.0,1.0,2.0,4.5,1930.0
2,805000.0,3,2.0,1.0,1.0,4.5,2003.0
2,892000.0,3,3.0,2.0,1.0,4.5,1995.0
1,1231010.0,2,2.0,1.0,2.0,3.5,1910.0
1,881000.0,2,2.0,1.0,1.0,3.5,1900.0
1,1202500.0,2,2.0,1.0,1.0,3.5,1900.0
1,1435000.0,3,3.0,1.0,0.0,3.5,1890.0
1,1590000.0,3,2.0,2.0,2.0,1.8,1900.0
1,720000.0,2,2.0,1.0,1.0,1.8,1890.0
1,840000.0,2,2.0,1.0,0.0,1.8,1900.0
1,1630100.0,4,4.0,2.0,0.0,1.8,1890.0
1,1010000.0,2,2.0,1.0,0.0,1.8,1880.0
1,1170000.0,2,2.0,1.0,1.0,1.8,1890.0
1,1616000.0,4,4.0,1.0,0.0,1.8,1890.0
1,1117000.0,2,2.0,1.0,0.0,1.8,1890.0
2,1422000.0,4,4.0,2.0,2.0,9.8,2013.0
2,1345000.0,4,4.0,2.0,2.0,9.8,1950.0
2,800000.0,3,3.0,3.0,2.0,9.8,2013.0
2,787500.0,3,3.0,1.0,1.0,9.8,1940.0
2,652500.0,4,4.0,2.0,1.0,9.8,1995.0
2,1300000.0,5,5.0,2.0,2.0,9.8,1950.0
2,730000.0,3,3.0,2.0,2.0,9.8,2015.0
2,1300000.0,7,5.0,2.0,2.0,9.8,1970.0
2,970000.0,3,3.0,2.0,2.0,9.8,2011.0
2,1110000.0,3,3.0,2.0,2.0,9.8,1968.0
2,1115000.0,3,3.0,1.0,1.0,9.8,1950.0
3,455000.0,3,3.0,2.0,1.0,12.4,2010.0
3,378000.0,2,2.0,1.0,1.0,12.4,1990.0
3,585000.0,3,0.0,1.0,1.0,12.4,1960.0
3,615000.0,3,3.0,1.0,2.0,12.4,1950.0
3,650000.0,3,3.0,1.0,1.0,12.4,1961.0
3,526000.0,3,3.0,1.0,1.0,12.4,1960.0
3,540000.0,3,3.0,1.0,1.0,12.4,1960.0
3,540000.0,4,4.0,2.0,3.0,12.4,1990.0
3,625000.0,3,3.0,1.0,2.0,12.4,1960.0
3,681000.0,3,3.0,2.0,4.0,12.4,1970.0
3,640000.0,3,3.0,1.0,2.0,12.4,1950.0
3,660000.0,3,3.0,1.0,2.0,12.4,1970.0
3,783000.0,3,3.0,2.0,1.0,12.4,1940.0
3,635000.0,4,4.0,2.0,2.0,12.4,1950.0
3,619000.0,2,2.0,1.0,2.0,12.4,1970.0
3,460000.0,3,3.0,1.0,1.0,12.4,1970.0
3,615000.0,4,4.0,2.0,3.0,12.4,1977.0
3,751000.0,3,9.0,6.0,2.0,12.4,1960.0
3,609000.0,3,3.0,1.0,4.0,12.4,1965.0
3,752500.0,4,4.0,1.0,2.0,12.4,1950.0
3,650000.0,3,3.0,1.0,3.0,12.4,1950.0
3,750000.0,4,4.0,2.0,1.0,12.4,1970.0
3,527000.0,3,3.0,1.0,1.0,12.4,1960.0
3,515000.0,3,3.0,1.0,1.0,12.4,1960.0
3,617000.0,3,3.0,1.0,1.0,12.4,1960.0
3,631000.0,3,3.0,2.0,2.0,12.4,2012.0
3,640000.0,3,3.0,1.0,4.0,12.4,1965.0
3,700500.0,4,4.0,2.0,2.0,12.4,1997.0
3,575000.0,2,2.0,1.0,2.0,12.4,1960.0
3,562000.0,4,4.0,2.0,2.0,12.4,2005.0
3,620000.0,3,3.0,1.0,2.0,12.4,1970.0
3,652500.0,3,3.0,1.0,1.0,12.4,1960.0
3,1010000.0,4,4.0,2.0,2.0,12.4,2015.0
3,492000.0,3,3.0,1.0,1.0,12.4,2011.0
1,1220000.0,3,3.0,2.0,2.0,7.5,1980.0
1,1865000.0,3,3.0,2.0,2.0,7.5,1950.0
1,1700000.0,5,5.0,3.0,2.0,7.5,1920.0
1,1450000.0,3,3.0,2.0,2.0,7.5,1915.0
1,1110000.0,3,3.0,2.0,2.0,7.5,2005.0
1,1425000.0,4,4.0,2.0,2.0,7.5,1998.0
1,3100000.0,4,3.0,2.0,2.0,7.5,1907.0
1,1700000.0,3,3.0,2.0,1.0,7.5,1980.0
1,1585000.0,2,2.0,1.0,2.0,7.5,1935.0
1,2800000.0,4,4.0,1.0,2.0,7.5,1940.0
1,2250000.0,5,5.0,2.0,2.0,7.5,1902.0
1,2381000.0,4,4.0,2.0,2.0,7.5,1900.0
1,1738000.0,4,4.0,3.0,2.0,7.5,2002.0
1,1420000.0,3,3.0,1.0,2.0,7.5,1910.0
1,2100000.0,3,3.0,1.0,2.0,7.5,1930.0
1,1335000.0,2,2.0,1.0,0.0,7.5,1900.0
1,1825000.0,3,3.0,2.0,2.0,7.5,1950.0
1,3210000.0,5,5.0,3.0,4.0,7.5,1905.0
1,3500000.0,5,4.0,2.0,2.0,7.5,2000.0
1,1320000.0,3,3.0,2.0,1.0,7.5,1890.0
1,1890000.0,3,3.0,1.0,2.0,7.5,1880.0
1,2450000.0,4,4.0,2.0,1.0,7.5,1905.0
1,1590000.0,3,3.0,2.0,2.0,7.5,2010.0
1,2450000.0,4,3.0,3.0,2.0,7.5,1955.0
1,2500000.0,5,5.0,3.0,3.0,7.5,1925.0
1,2350000.0,4,4.0,2.0,2.0,7.5,1900.0
1,1385000.0,2,2.0,1.0,2.0,7.5,1940.0
1,1666000.0,6,6.0,2.0,0.0,7.5,1900.0
1,1650000.0,3,3.0,1.0,1.0,7.5,1900.0
1,1625000.0,3,3.0,2.0,1.0,7.5,1890.0
1,975000.0,3,3.0,1.0,1.0,7.5,1990.0
2,1220000.0,3,3.0,1.0,1.0,10.6,1960.0
2,550000.0,3,2.0,1.0,2.0,10.6,1990.0
2,705000.0,2,2.0,1.0,1.0,10.6,1973.0
2,490000.0,2,2.0,1.0,1.0,10.6,1980.0
2,1110000.0,3,3.0,1.0,2.0,10.6,1950.0
2,750000.0,3,3.0,1.0,2.0,10.6,1955.0
2,1115000.0,4,4.0,4.0,2.0,10.6,1950.0
2,1401000.0,5,5.0,2.0,2.0,10.6,1940.0
2,600000.0,2,2.0,1.0,2.0,10.6,1970.0
2,1195000.0,3,3.0,1.0,1.0,10.6,1950.0
2,850000.0,3,3.0,2.0,2.0,10.6,2010.0
2,690000.0,2,2.0,1.0,1.0,10.6,2010.0
2,1375000.0,3,3.0,1.0,1.0,10.6,1965.0
2,1400000.0,3,3.0,1.0,1.0,10.6,1952.0
2,1030000.0,3,5.0,3.0,2.0,10.6,2017.0
2,1455000.0,3,4.0,1.0,4.0,10.6,1905.0
2,1125000.0,3,3.0,1.0,2.0,10.6,1950.0
1,3850000.0,5,5.0,4.0,2.0,9.0,1951.0
1,1605000.0,3,3.0,1.0,1.0,9.0,1950.0
1,1740000.0,4,4.0,3.0,3.0,9.0,1960.0
1,1660000.0,4,4.0,2.0,2.0,9.0,1950.0
1,2200000.0,4,4.0,2.0,2.0,9.0,1935.0
1,1651000.0,3,3.0,1.0,1.0,9.0,1947.0
1,1875000.0,4,4.0,3.0,2.0,9.0,1975.0
1,1797000.0,5,4.0,3.0,3.0,9.0,1955.0
1,1050000.0,3,3.0,2.0,1.0,9.0,2012.0
3,551000.0,3,3.0,1.0,0.0,14.5,1955.0
3,350000.0,3,3.0,1.0,2.0,14.5,1950.0
3,425000.0,3,3.0,1.0,2.0,14.5,1975.0
3,600000.0,3,3.0,1.0,2.0,14.5,1960.0
3,460000.0,3,3.0,1.0,1.0,14.5,1960.0
3,611000.0,3,3.0,1.0,3.0,14.5,1966.0
3,495000.0,3,3.0,1.0,2.0,14.5,1965.0
3,472500.0,2,2.0,1.0,2.0,14.5,1960.0
2,980000.0,3,2.0,1.0,1.0,12.4,1960.0
2,1000000.0,5,5.0,2.0,2.0,12.4,2000.0
2,610000.0,4,4.0,1.0,1.0,12.4,1970.0
2,607500.0,3,3.0,2.0,1.0,12.4,1970.0
2,705500.0,2,2.0,1.0,1.0,12.4,1950.0
2,677200.0,2,2.0,2.0,1.0,7.8,2011.0
2,1155000.0,3,2.0,2.0,2.0,7.8,1915.0
2,817000.0,3,2.0,1.0,1.0,7.8,1940.0
2,1035000.0,3,3.0,2.0,2.0,7.8,1920.0
2,677500.0,2,2.0,1.0,1.0,7.8,1915.0
2,760000.0,3,3.0,1.0,1.0,7.8,1950.0
2,730000.0,2,2.0,2.0,0.0,7.8,1900.0
2,685000.0,2,2.0,1.0,1.0,7.8,1890.0
2,1340000.0,3,3.0,2.0,0.0,7.8,1915.0
2,925000.0,4,4.0,2.0,1.0,7.8,1948.0
2,1275000.0,4,4.0,2.0,1.0,7.8,1910.0
2,925000.0,3,3.0,1.0,1.0,7.8,1920.0
2,1336000.0,4,3.0,2.0,1.0,7.8,1920.0
1,1100000.0,4,4.0,3.0,2.0,12.1,1990.0
1,1500000.0,4,4.0,2.0,1.0,12.1,1935.0
1,1160000.0,3,3.0,2.0,2.0,12.1,2000.0
1,1100000.0,3,1.0,2.0,2.0,12.1,2005.0
1,820000.0,3,2.0,1.0,1.0,12.1,1925.0
1,1060000.0,3,3.0,1.0,2.0,12.1,1957.0
1,1430000.0,3,3.0,1.0,2.0,12.1,1960.0
1,435000.0,2,2.0,1.0,1.0,12.1,1970.0
1,1370000.0,3,3.0,2.0,2.0,12.1,1954.0
1,785000.0,3,3.0,2.0,2.0,12.1,2009.0
1,1610000.0,4,4.0,2.0,2.0,12.1,1920.0
1,860000.0,3,3.0,2.0,2.0,12.1,2013.0
1,1300000.0,5,5.0,2.0,2.0,12.1,1960.0
1,720000.0,2,2.0,2.0,2.0,12.1,2008.0
1,861500.0,2,2.0,2.0,1.0,12.1,2004.0
1,1400000.0,4,4.0,2.0,2.0,12.1,1955.0
1,692000.0,2,2.0,1.0,2.0,12.1,1991.0
1,1100000.0,3,3.0,2.0,2.0,12.1,1950.0
1,1090000.0,3,3.0,2.0,2.0,12.1,1960.0
1,1800000.0,4,4.0,2.0,2.0,12.1,2003.0
1,745500.0,2,2.0,1.0,1.0,12.1,1980.0
1,1260000.0,3,3.0,1.0,1.0,12.1,1940.0
1,1401000.0,3,3.0,2.0,2.0,11.8,1950.0
1,2250000.0,4,4.0,1.0,2.0,11.8,1985.0
1,1715000.0,4,4.0,2.0,2.0,11.8,1922.0
1,1920000.0,4,3.0,1.0,1.0,11.8,1925.0
1,1256000.0,3,3.0,2.0,2.0,11.8,1924.0
1,1918000.0,4,4.0,2.0,1.0,11.8,1920.0
1,1875000.0,4,4.0,2.0,2.0,11.8,1929.0
1,1360000.0,2,3.0,1.0,1.0,11.8,1930.0
1,1770000.0,3,3.0,2.0,2.0,11.8,1950.0
1,1250000.0,3,3.0,2.0,2.0,11.8,2000.0
1,810000.0,2,2.0,1.0,1.0,11.8,1996.0
1,1322000.0,3,3.0,1.0,1.0,11.8,1940.0
1,861000.0,2,2.0,1.0,1.0,11.8,2002.0
1,1845000.0,4,4.0,3.0,1.0,11.8,1939.0
1,1535000.0,3,3.0,1.0,2.0,11.8,1935.0
1,2005000.0,4,4.0,2.0,2.0,11.8,1935.0
1,1500000.0,4,4.0,2.0,2.0,11.8,1970.0
1,1390000.0,4,4.0,2.0,2.0,11.8,1937.0
1,940000.0,3,3.0,1.0,1.0,11.8,1940.0
1,1850000.0,4,4.0,2.0,2.0,11.8,1980.0
1,1470000.0,3,3.0,2.0,2.0,11.8,1980.0
1,1197000.0,4,4.0,2.0,2.0,11.8,2006.0
1,1177000.0,2,2.0,1.0,2.0,11.8,1930.0
2,1020000.0,6,6.0,3.0,2.0,8.2,1940.0
2,912500.0,2,2.0,1.0,1.0,8.2,1940.0
2,1074000.0,3,3.0,2.0,2.0,8.2,1950.0
2,1415000.0,3,3.0,1.0,6.0,8.2,1955.0
2,710000.0,4,4.0,1.0,1.0,8.2,1920.0
2,837000.0,4,4.0,2.0,3.0,8.2,1950.0
2,850000.0,4,4.0,2.0,2.0,8.2,1980.0
2,438000.0,2,2.0,1.0,2.0,8.2,1970.0
2,360000.0,2,2.0,1.0,1.0,8.2,1970.0
2,415000.0,2,2.0,1.0,1.0,8.2,1980.0
2,723000.0,3,3.0,1.0,2.0,8.2,1938.0
2,967000.0,3,3.0,1.0,2.0,8.2,1925.0
2,840000.0,3,3.0,1.0,1.0,8.2,1950.0
2,910000.0,3,3.0,1.0,1.0,8.2,1980.0
2,820000.0,3,3.0,1.0,3.0,8.2,1950.0
2,756000.0,3,3.0,1.0,1.0,8.2,1925.0
2,620000.0,3,3.0,1.0,2.0,8.2,2001.0
2,875000.0,3,3.0,2.0,3.0,8.2,1910.0
2,830000.0,4,2.0,1.0,2.0,8.2,1930.0
2,913000.0,3,3.0,1.0,3.0,8.2,1925.0
2,850000.0,2,2.0,1.0,2.0,8.2,1960.0
2,900000.0,3,3.0,2.0,3.0,8.2,2006.0
2,770000.0,2,3.0,1.0,1.0,8.2,1940.0
2,495000.0,2,2.0,1.0,2.0,8.2,1977.0
2,1575000.0,3,3.0,1.0,4.0,8.2,1930.0
2,1151500.0,3,4.0,1.0,2.0,8.2,1925.0
2,860000.0,3,3.0,1.0,2.0,8.2,1960.0
2,805000.0,3,3.0,1.0,3.0,8.2,1920.0
2,450000.0,2,2.0,1.0,1.0,8.2,1980.0
2,935000.0,3,3.0,2.0,3.0,8.2,1940.0
2,830000.0,4,4.0,2.0,1.0,8.2,1960.0
2,878000.0,3,3.0,1.0,1.0,8.2,1960.0
3,765000.0,2,2.0,1.0,2.0,13.9,1958.0
3,730000.0,3,3.0,2.0,3.0,13.9,1960.0
3,730000.0,2,2.0,1.0,0.0,13.9,1970.0
3,593000.0,3,3.0,2.0,2.0,13.9,1965.0
3,816000.0,4,4.0,1.0,2.0,13.9,1930.0
3,300000.0,2,2.0,1.0,1.0,13.9,1970.0
3,670000.0,2,2.0,1.0,2.0,13.9,1950.0
3,600000.0,2,2.0,1.0,1.0,13.9,1950.0
3,600000.0,3,3.0,1.0,1.0,13.9,1928.0
3,319000.0,2,2.0,1.0,1.0,13.9,1970.0
3,791000.0,3,3.0,1.0,3.0,13.9,1970.0
3,840000.0,3,3.0,1.0,0.0,13.9,1920.0
3,507000.0,2,2.0,1.0,2.0,10.9,2014.0
1,1160000.0,3,3.0,1.0,2.0,10.4,1930.0
1,1330000.0,3,3.0,2.0,1.0,10.4,1930.0
1,636500.0,2,2.0,1.0,1.0,10.4,1970.0
1,2575000.0,5,5.0,3.0,2.0,10.4,1910.0
1,710000.0,2,2.0,1.0,1.0,10.4,1970.0
1,1010000.0,2,2.0,1.0,2.0,14.0,1938.0
1,305000.0,2,2.0,1.0,1.0,14.0,1960.0
1,880000.0,3,3.0,1.0,1.0,14.0,1925.0
1,1045000.0,3,3.0,1.0,2.0,14.0,1950.0
1,600000.0,2,2.0,1.0,1.0,14.0,1975.0
1,1050000.0,3,3.0,2.0,2.0,14.0,1970.0
1,865000.0,3,2.0,1.0,2.0,14.0,1950.0
1,1033000.0,3,3.0,1.0,2.0,14.0,1975.0
1,750000.0,2,2.0,2.0,2.0,14.0,1950.0
1,1025000.0,3,3.0,1.0,2.0,14.0,1940.0
1,1180000.0,4,4.0,1.0,2.0,14.0,1965.0
1,1225000.0,3,3.0,1.0,2.0,14.0,1930.0
1,1600000.0,5,5.0,3.0,2.0,14.0,2015.0
2,755000.0,2,2.0,2.0,1.0,7.4,2005.0
1,1000000.0,2,2.0,1.0,2.0,2.5,1920.0
1,1280000.0,3,3.0,2.0,2.0,2.5,1880.0
1,1475000.0,3,3.0,2.0,2.0,2.5,1880.0
1,1015000.0,2,2.0,1.0,1.0,2.5,1890.0
1,930000.0,2,2.0,1.0,1.0,2.5,1900.0
1,1900000.0,3,3.0,2.0,2.0,2.5,2016.0
1,1010000.0,2,2.0,1.0,1.0,2.5,1998.0
1,1300000.0,3,3.0,1.0,1.0,2.5,1890.0
1,1300000.0,3,2.0,2.0,2.0,2.5,2001.0
3,930000.0,4,5.0,1.0,3.0,9.1,1950.0
3,650000.0,2,2.0,2.0,1.0,9.1,2011.0
3,985000.0,3,3.0,1.0,5.0,9.1,1950.0
3,915000.0,4,4.0,3.0,1.0,9.1,2016.0
3,392250.0,2,2.0,1.0,2.0,9.1,1970.0
3,420000.0,2,2.0,1.0,1.0,9.1,1980.0
3,611000.0,2,2.0,1.0,1.0,9.1,2000.0
2,1260000.0,4,4.0,2.0,2.0,12.5,2012.0
2,931999.0,4,4.0,3.0,2.0,12.5,1966.0
1,1257000.0,3,3.0,2.0,1.0,5.3,1930.0
1,1562000.0,4,4.0,2.0,1.0,5.3,1900.0
1,1740000.0,4,3.0,3.0,2.0,5.3,1925.0
1,1335000.0,5,5.0,2.0,1.0,9.3,1915.0
1,1000000.0,2,2.0,1.0,1.0,9.3,1960.0
1,1415000.0,5,5.0,3.0,6.0,12.7,2005.0
1,2000000.0,5,4.0,3.0,4.0,12.7,2005.0
3,720000.0,3,3.0,1.0,1.0,14.5,1975.0
3,380000.0,2,2.0,1.0,1.0,14.5,2010.0
3,722000.0,3,3.0,1.0,1.0,14.5,1970.0
3,746000.0,4,4.0,3.0,1.0,14.5,1970.0
3,600000.0,4,4.0,2.0,1.0,14.5,2013.0
3,575000.0,3,3.0,1.0,1.0,14.5,1960.0
3,566000.0,3,3.0,2.0,2.0,14.5,1980.0
1,1250000.0,3,3.0,2.0,2.0,9.8,2004.0
1,2200000.0,4,4.0,3.0,3.0,9.8,2010.0
1,1908000.0,4,4.0,2.0,1.0,3.7,1890.0
1,1300000.0,3,3.0,3.0,2.0,9.1,2013.0
1,470000.0,2,2.0,1.0,1.0,9.1,1980.0
1,1740000.0,4,4.0,2.0,2.0,9.1,1950.0
1,1700000.0,3,3.0,1.0,1.0,3.3,1910.0
1,2150000.0,3,3.0,1.0,1.0,3.3,1890.0
1,1190000.0,2,2.0,1.0,0.0,3.3,1915.0
1,1285000.0,3,3.0,2.0,2.0,6.4,1967.0
2,916000.0,3,3.0,1.0,2.0,11.1,1970.0
2,910000.0,3,3.0,1.0,3.0,11.1,1970.0
1,2100000.0,5,5.0,3.0,3.0,5.9,1925.0
1,1435000.0,3,3.0,1.0,1.0,5.9,1920.0
1,1020000.0,2,2.0,1.0,1.0,5.9,1920.0
1,1041000.0,3,3.0,2.0,2.0,5.9,2009.0
1,2250000.0,6,6.0,3.0,2.0,5.9,1887.0
1,900000.0,4,4.0,3.0,2.0,5.9,2011.0
1,1495000.0,2,2.0,1.0,2.0,12.2,1950.0
1,770000.0,2,2.0,1.0,2.0,12.2,2010.0
2,1300000.0,4,4.0,3.0,2.0,10.5,1990.0
2,760000.0,3,3.0,1.0,1.0,10.5,1960.0
1,1900000.0,2,2.0,1.0,2.0,9.2,1955.0
1,1890000.0,4,4.0,3.0,2.0,9.2,1960.0
1,1725000.0,4,4.0,3.0,2.0,9.2,1970.0
2,894000.0,3,3.0,2.0,3.0,9.5,1950.0
1,2000000.0,6,6.0,2.0,2.0,13.0,1926.0
1,620000.0,2,2.0,2.0,1.0,13.0,2012.0
1,1105000.0,4,4.0,2.0,1.0,13.0,2007.0
1,1303000.0,3,3.0,2.0,2.0,13.0,2006.0
1,1375000.0,3,3.0,3.0,2.0,13.0,2012.0
1,1920000.0,4,4.0,2.0,2.0,13.0,1996.0
2,1515000.0,4,4.0,3.0,2.0,13.9,1950.0
2,986000.0,3,3.0,1.0,3.0,13.9,1950.0
2,830000.0,3,3.0,1.0,2.0,13.9,2006.0
2,1225000.0,3,3.0,2.0,2.0,13.9,2008.0
2,1055000.0,3,3.0,2.0,2.0,13.9,2000.0
2,810000.0,3,3.0,1.0,1.0,13.9,1950.0
2,1292000.0,4,4.0,1.0,2.0,13.9,1950.0
2,959000.0,3,3.0,2.0,2.0,13.9,1960.0
2,1205000.0,3,3.0,3.0,2.0,13.9,1960.0
1,1760000.0,3,3.0,1.0,2.0,13.1,1920.0
1,2080000.0,3,3.0,2.0,2.0,13.1,1925.0
3,610000.0,2,2.0,1.0,2.0,10.8,1950.0
3,760000.0,2,2.0,1.0,1.0,10.8,1950.0
3,441700.0,3,3.0,2.0,1.0,10.8,2003.0
3,1000000.0,4,4.0,3.0,2.0,10.8,2002.0
1,2575000.0,3,3.0,2.0,2.0,11.2,1920.0
1,2900000.0,4,4.0,4.0,2.0,11.2,2013.0
1,5800000.0,5,5.0,4.0,4.0,11.2,1880.0
1,2225000.0,3,3.0,2.0,2.0,11.2,1980.0
1,975000.0,2,2.0,1.0,1.0,11.2,1915.0
1,4225000.0,4,4.0,2.0,2.0,11.2,1990.0
1,2100000.0,3,3.0,2.0,4.0,11.2,1970.0
1,2000000.0,4,4.0,2.0,2.0,11.2,1999.0
1,1055000.0,2,2.0,1.0,2.0,11.2,1970.0
1,1990000.0,3,3.0,2.0,2.0,11.2,1935.0
1,3025000.0,3,3.0,2.0,4.0,11.2,1967.0
1,2550000.0,4,4.0,3.0,2.0,11.2,2005.0
1,2140000.0,5,5.0,2.0,2.0,10.7,1950.0
1,1635000.0,3,3.0,1.0,1.0,10.7,1925.0
1,2291000.0,3,3.0,2.0,2.0,10.7,1886.0
1,1700000.0,4,4.0,3.0,2.0,10.7,1950.0
1,1900000.0,5,5.0,3.0,2.0,10.7,2009.0
1,972000.0,3,3.0,2.0,1.0,10.7,2000.0
