SuburbClass,Rooms,Bathroom,Car,Distance,Latitude,Longitude,HouseAgeType_historic,HouseAgeType_modern
1,3,1.0,1.0,5.6,-37.801,145.0297,0,1
1,3,2.0,2.0,7.5,-37.8269,145.0496,1,0
1,2,2.0,2.0,5.5,-37.7627,144.9898,0,1
3,3,1.0,2.0,8.2,-37.8066,144.8666,1,0
3,3,2.0,2.0,6.4,-37.78502,144.86733,0,1
3,4,1.0,2.0,13.3,-37.7662,144.8383,0,1
1,4,2.0,1.0,5.5,-37.7805,145.004,1,0
3,2,1.0,2.0,9.2,-37.787,144.8748,0,1
3,3,2.0,2.0,9.2,-37.785,144.8673,0,1
1,4,4.0,2.0,7.4,-37.8469,145.0377,1,0
3,3,1.0,1.0,18.0,-37.70388,144.75259,0,1
1,4,2.0,2.0,9.8,-37.7517,144.8873,1,0
1,4,2.0,1.0,5.5,-37.7807,144.9948,1,0
1,3,1.0,2.0,7.3,-37.84949,145.07726,1,0
1,3,1.0,2.0,8.5,-37.8859,144.9994,1,0
1,3,1.0,1.0,18.8,-37.93168,145.16126,1,0
1,4,2.0,2.0,13.4,-37.80505,145.14919,0,1
1,2,1.0,0.0,1.8,-37.8049,144.9644,1,0
3,3,2.0,1.0,13.5,-37.7231,144.8802,0,1
3,4,2.0,3.0,17.2,-37.84454,145.18881000000005,0,1
3,3,2.0,1.0,6.4,-37.79369000000001,144.87511,1,0
1,3,1.0,2.0,9.2,-37.8541,145.0544,1,0
3,4,2.0,3.0,22.2,-37.98145,145.12833999999995,0,1
3,3,2.0,0.0,18.0,-37.70913,145.1647,0,1
3,3,1.0,2.0,20.0,-37.97759,145.06482,0,1
1,2,1.0,1.0,11.4,-37.8946,145.0588,0,1
1,3,1.0,1.0,5.9,-37.7756,144.9208,1,0
3,2,1.0,1.0,13.0,-37.7074,144.9086,0,1
1,3,2.0,2.0,5.6,-37.8063,145.0179,0,1
1,3,1.0,2.0,7.5,-37.789,145.0616,1,0
1,3,2.0,2.0,4.1,-37.8536,144.9625,0,1
3,4,3.0,2.0,14.7,-37.88009,145.22736,0,1
3,3,1.0,1.0,9.9,-37.7269,144.9447,1,0
3,4,2.0,3.0,15.4,-37.80827,145.18098999999995,0,1
1,3,1.0,1.0,11.2,-37.8752,145.0817,0,1
3,3,1.0,2.0,8.4,-37.75277,145.00734,0,1
3,4,2.0,2.0,17.2,-37.80961,145.1847,0,1
3,3,1.0,3.0,6.4,-37.7941,144.8924,1,0
1,3,2.0,2.0,13.9,-37.9127,145.0694,0,1
3,3,1.0,2.0,18.0,-37.71613,145.13939,0,1
3,1,1.0,1.0,1.9,-37.806,144.942,1,0
1,2,1.0,1.0,16.7,-37.88245,145.15982,0,1
3,4,1.0,1.0,7.0,-37.8102,144.8885,1,0
1,2,2.0,1.0,4.0,-37.76812,144.97413999999995,0,1
3,3,1.0,3.0,14.3,-37.93557,145.04918999999995,1,0
3,3,1.0,0.0,8.4,-37.8424,144.8754,1,0
1,3,1.0,0.0,3.3,-37.8395,144.9868,1,0
3,4,2.0,2.0,31.7,-37.57029,144.71163,0,1
3,3,1.0,1.0,10.8,-37.785,144.8561,0,1
3,3,1.0,1.0,16.3,-37.67605,145.03956000000005,0,1
3,2,1.0,1.0,11.5,-37.7204,144.9131,0,1
1,2,1.0,1.0,12.1,-37.8955,145.07299999999995,0,1
1,4,2.0,2.0,2.6,-37.7767,144.9403,0,1
1,4,3.0,2.0,13.0,-37.9252,145.0494,0,1
1,3,1.0,1.0,13.8,-37.7569,145.1179,1,0
3,3,2.0,2.0,17.5,-37.94122,145.10924,0,1
3,3,2.0,2.0,12.1,-37.7094,144.9377,1,0
3,3,2.0,2.0,8.7,-37.7853,144.8972,0,1
1,4,2.0,2.0,7.4,-37.866,145.039,1,0
3,4,1.0,3.0,11.2,-37.70159,144.93948,1,0
1,2,1.0,0.0,2.1,-37.8345,144.9685,1,0
3,3,3.0,1.0,5.9,-37.7559,144.9378,0,1
1,3,1.0,0.0,5.2,-37.7621,144.9595,1,0
1,3,1.0,1.0,7.8,-37.8378,145.0949,1,0
3,3,2.0,2.0,16.1,-37.68969,145.12366,0,1
3,4,2.0,2.0,23.0,-37.76917,145.29265,0,1
3,3,1.0,2.0,17.4,-37.65532,144.93393,0,1
1,3,2.0,1.0,8.0,-37.8664,144.9072,1,0
1,5,3.0,2.0,7.8,-37.76086,145.05177,1,0
1,3,2.0,2.0,11.8,-37.8173,145.1123,1,0
3,4,2.0,2.0,18.0,-37.68739,145.14437,0,1
1,4,2.0,4.0,11.2,-37.8962,145.0011,1,0
3,3,2.0,2.0,14.5,-37.9431,145.0274,1,0
1,4,2.0,1.0,9.2,-37.783,145.0926,0,1
3,2,1.0,1.0,8.8,-37.7352,144.9852,1,0
3,4,2.0,1.0,6.4,-37.7943,144.8875,1,0
3,3,1.0,2.0,6.6,-37.8093,144.8941,1,0
3,2,1.0,2.0,7.0,-37.8122,144.8671,1,0
1,4,2.0,1.0,7.8,-37.8286,145.0686,1,0
1,3,2.0,2.0,11.2,-37.8943,144.9907,0,1
3,3,2.0,2.0,6.2,-37.84461,144.87515,0,1
1,3,1.0,1.0,13.9,-37.9244,145.0665,0,1
3,3,2.0,1.0,11.5,-37.7166,144.9104,0,1
1,3,2.0,1.0,7.8,-37.7714,145.05963,1,0
1,2,1.0,1.0,5.2,-37.7704,144.9504,1,0
1,2,2.0,1.0,11.4,-37.8911,145.0539,0,1
3,3,1.0,2.0,14.7,-37.87345,145.22973000000005,0,1
1,4,2.0,2.0,9.2,-37.8509,145.0916,1,0
1,3,1.0,1.0,2.6,-37.8203,145.0092,1,0
3,3,1.0,2.0,6.4,-37.79638,144.87911,1,0
3,2,1.0,2.0,8.2,-37.7903,144.8703,1,0
3,2,1.0,1.0,11.2,-37.7091,145.0259,0,1
1,3,2.0,3.0,9.7,-37.7261,144.9171,1,0
3,3,1.0,2.0,9.9,-37.7168,144.9329,0,1
1,3,3.0,1.0,5.1,-37.8525,144.9881,1,0
3,3,2.0,2.0,13.8,-37.86,144.8245,0,1
3,3,2.0,2.0,13.8,-37.7376,145.0895,0,1
3,3,2.0,2.0,6.4,-37.78284,144.88098,0,1
1,4,4.0,4.0,13.1,-37.8166,145.1354,1,0
1,3,3.0,1.0,3.5,-37.7829,144.9788,0,1
3,3,1.0,2.0,13.0,-37.7009,144.9291,1,0
3,2,1.0,1.0,11.2,-37.7343,144.8824,0,1
3,3,1.0,2.0,13.1,-37.71193,144.974,1,0
3,2,2.0,1.0,24.8,-37.87275,145.26325,0,1
3,2,1.0,1.0,14.5,-37.933,145.0322,0,1
1,2,1.0,0.0,11.2,-37.9154,145.001,1,0
3,3,2.0,0.0,7.8,-37.8079,144.8825,1,0
3,4,2.0,2.0,20.0,-37.98707,145.0609,0,1
3,4,2.0,2.0,12.6,-37.7952,144.8325,0,1
3,3,2.0,2.0,18.0,-37.7145,144.77132,0,1
1,3,1.0,1.0,11.4,-37.8889,145.0495,0,1
1,3,1.0,1.0,16.7,-37.86941,145.17108000000005,1,0
1,3,2.0,3.0,6.1,-37.8645,144.9805,1,0
3,4,1.0,2.0,10.8,-37.77592,145.09714,1,0
1,2,1.0,1.0,5.9,-37.7745,144.9093,1,0
3,3,1.0,2.0,9.5,-37.7528,144.85585,0,1
3,3,1.0,3.0,12.4,-37.6966,144.9695,1,0
1,4,3.0,2.0,13.0,-37.9278,145.0337,0,1
3,4,2.0,1.0,20.6,-37.59392,144.89956,0,1
3,5,2.0,2.0,11.2,-37.7391,144.8875,0,1
3,3,2.0,2.0,20.0,-37.97459,145.06937,0,1
1,2,1.0,1.0,9.2,-37.8517,145.0796,1,0
1,3,1.0,1.0,2.5,-37.8298,144.9923,1,0
1,3,2.0,2.0,7.2,-37.8867,144.99141,0,1
1,3,1.0,1.0,5.2,-37.7597,144.9545,1,0
3,4,2.0,2.0,20.6,-37.58505,144.93591999999995,0,1
1,3,1.0,2.0,9.2,-37.8487,145.0592,1,0
1,3,2.0,1.0,9.7,-37.7378,144.9168,1,0
1,3,1.0,1.0,9.2,-37.8543,145.0889,1,0
3,4,2.0,1.0,7.8,-37.8066,144.8811,1,0
3,3,1.0,4.0,31.7,-37.68734,144.58001000000004,0,1
3,3,1.0,2.0,11.2,-37.6946,144.9962,0,1
1,2,1.0,1.0,4.5,-37.8503,144.9913,0,1
3,3,1.0,1.0,10.5,-37.7363,145.0506,1,0
3,3,1.0,2.0,10.4,-37.71655,144.88155,1,0
3,3,1.0,1.0,29.8,-37.69467,144.57827,0,1
3,3,1.0,0.0,4.4,-37.7868,144.9336,1,0
3,3,1.0,2.0,17.4,-37.64343,144.91193,0,1
3,3,2.0,1.0,7.8,-37.7478,144.9583,1,0
1,2,1.0,1.0,13.0,-37.9259,145.0341,0,1
1,4,2.0,2.0,16.0,-37.94633,145.04947,0,1
3,2,2.0,1.0,11.2,-37.71679,144.90901000000005,0,1
3,4,2.0,3.0,8.5,-37.71561,144.94336,1,0
3,3,1.0,0.0,6.6,-37.8067,144.8934,1,0
3,2,1.0,3.0,14.6,-37.9424,145.0464,1,0
1,3,1.0,1.0,6.6,-37.8663,144.9948,1,0
1,3,1.0,1.0,9.8,-37.7577,144.8892,1,0
3,3,2.0,0.0,14.9,-37.7084,145.0788,1,0
1,3,2.0,2.0,11.2,-37.8823,145.0839,0,1
3,3,1.0,3.0,11.2,-37.70444000000001,144.95273999999995,0,1
3,3,1.0,1.0,8.4,-37.74739,145.00933999999995,0,1
1,4,3.0,3.0,10.2,-37.8137,145.11013,1,0
3,2,2.0,1.0,8.7,-37.7693,144.8905,0,1
3,4,2.0,4.0,11.2,-37.71328,144.90585,0,1
1,2,1.0,1.0,13.0,-37.9243,145.0376,1,0
1,4,2.0,2.0,11.2,-37.8822,145.0837,0,1
1,4,2.0,2.0,5.7,-37.77044,145.02465,1,0
3,3,1.0,1.0,5.9,-37.766,144.945,1,0
3,3,1.0,1.0,7.7,-37.8297,144.8752,0,1
1,3,2.0,1.0,3.0,-37.79683,144.99586000000005,0,1
1,3,1.0,0.0,7.7,-37.881,144.9841,1,0
3,3,2.0,2.0,9.9,-37.7283,144.9356,1,0
1,4,3.0,4.0,13.4,-37.81726,145.16061000000005,1,0
3,3,1.0,1.0,8.7,-37.7825,144.886,1,0
1,3,2.0,2.0,14.3,-37.79408,145.16352,0,1
3,4,2.0,2.0,11.2,-37.704,145.0299,0,1
1,5,2.0,2.0,5.2,-37.7767,144.9645,1,0
1,3,1.0,0.0,3.0,-37.80359,144.99538,1,0
1,4,2.0,4.0,18.8,-37.93058,145.16308,1,0
3,2,1.0,1.0,15.4,-37.83283,145.17533,0,1
3,3,2.0,2.0,16.3,-37.67323,145.03976,0,1
1,4,2.0,2.0,11.2,-37.9237,145.0056,0,1
3,3,3.0,1.0,9.9,-37.7271,144.9261,0,1
3,4,2.0,2.0,31.7,-37.58457,144.70005,0,1
3,3,2.0,1.0,23.2,-37.83909,145.26075,0,1
1,5,3.0,2.0,17.2,-37.85995,145.18579,0,1
1,5,1.0,2.0,11.7,-37.8557,145.1285,1,0
1,2,1.0,1.0,9.7,-37.8134,145.08100000000005,0,1
1,3,1.0,0.0,3.8,-37.8332,144.945,1,0
3,2,1.0,1.0,12.4,-37.7049,144.9638,0,1
1,2,1.0,1.0,11.4,-37.8873,145.0559,0,1
1,2,2.0,0.0,2.3,-37.795,144.942,1,0
3,3,2.0,2.0,6.4,-37.82017000000001,144.84904,0,1
1,2,1.0,1.0,5.5,-37.7651,145.0027,0,1
3,4,2.0,2.0,38.0,-38.16363,145.11545,0,1
1,3,1.0,1.0,2.6,-37.8134,145.0055,1,0
1,3,2.0,2.0,6.5,-37.7551,144.9993,0,1
3,2,1.0,1.0,13.5,-37.7847,144.8146,0,1
1,2,2.0,1.0,4.5,-37.8481,144.9869,1,0
1,3,2.0,2.0,7.9,-37.7587,145.0426,1,0
1,4,3.0,4.0,13.7,-37.9429,145.0072,1,0
1,2,1.0,1.0,9.0,-37.8264,145.0824,1,0
3,3,1.0,4.0,38.0,-38.13743,145.16702,0,1
1,3,2.0,1.0,13.7,-37.9391,145.012,0,1
3,2,1.0,2.0,5.9,-37.7715,144.9426,1,0
1,3,2.0,2.0,3.8,-37.8346,144.9448,1,0
3,3,1.0,2.0,11.2,-37.69795,144.94285,1,0
3,4,2.0,2.0,31.7,-37.59501,144.70068999999995,0,1
3,4,1.0,1.0,7.8,-37.7432,144.9768,1,0
3,4,4.0,2.0,11.7,-37.74975,144.86895,0,1
3,3,2.0,2.0,12.1,-37.715,144.9475,0,1
1,4,2.0,2.0,14.2,-37.88859,145.13335,0,1
1,4,2.0,1.0,8.0,-37.7562,144.9286,0,1
1,2,1.0,0.0,7.0,-37.75642,144.98755,1,0
3,3,2.0,1.0,6.6,-37.807,144.898,1,0
1,3,1.0,2.0,11.2,-37.8814,145.0583,1,0
3,2,1.0,0.0,4.2,-37.7989,144.9275,1,0
1,2,1.0,1.0,13.1,-37.8158,145.1384,0,1
1,3,2.0,2.0,6.5,-37.7604,145.02100000000004,0,1
3,3,1.0,2.0,8.2,-37.71106,144.89427,1,0
1,2,1.0,0.0,2.5,-37.8021,144.9976,1,0
1,3,2.0,2.0,2.4,-37.81186,144.99472,0,1
3,3,1.0,3.0,31.7,-37.56935,144.7241,0,1
1,3,2.0,2.0,7.5,-37.8269,145.0496,1,0
1,3,1.0,2.0,7.9,-37.7635,145.039,1,0
1,4,2.0,4.0,13.0,-37.924,145.0504,1,0
3,2,1.0,2.0,9.2,-37.723,144.96,1,0
3,3,1.0,1.0,7.0,-37.822,144.8904,0,1
1,2,1.0,2.0,3.8,-37.8359,144.9358,0,1
1,3,1.0,2.0,5.5,-37.764,144.9976,1,0
3,3,1.0,2.0,12.0,-37.72017,144.99873,1,0
1,3,1.0,3.0,13.8,-37.9178,145.05414,1,0
1,2,1.0,3.0,5.9,-37.7825,144.9206,1,0
3,3,1.0,4.0,11.0,-37.86715,144.80612,1,0
3,2,1.0,1.0,13.8,-37.8696,144.827,0,1
1,2,1.0,0.0,6.2,-37.76856,144.90577,0,1
3,3,1.0,2.0,14.9,-37.7125,145.0768,1,0
3,3,2.0,2.0,16.1,-37.71636,145.09792,0,1
3,3,1.0,1.0,22.7,-37.962,145.18035,1,0
1,3,1.0,3.0,9.2,-37.8471,145.05100000000004,1,0
1,4,2.0,2.0,13.8,-37.7694,145.1222,0,1
3,3,1.0,2.0,14.7,-37.9196,145.0876,1,0
3,3,2.0,1.0,10.8,-37.77892,145.09281,0,1
3,5,5.0,4.0,27.0,-38.03335,145.13212,0,1
3,2,1.0,2.0,8.7,-37.774,144.8797,0,1
1,3,2.0,3.0,4.3,-37.7822,144.92042,1,0
3,3,2.0,2.0,7.0,-37.811,144.8844,0,1
1,2,1.0,1.0,11.4,-37.8978,145.062,0,1
3,3,1.0,1.0,11.2,-37.6974,145.0213,1,0
1,3,2.0,1.0,2.1,-37.8351,144.9675,0,1
1,2,2.0,1.0,1.6,-37.7956,144.9804,0,1
1,2,1.0,0.0,5.2,-37.7611,144.966,1,0
1,4,2.0,2.0,11.2,-37.8981,145.0,0,1
1,5,3.0,2.0,10.2,-37.83583,145.10664,1,0
1,2,1.0,1.0,13.9,-37.9107,145.0598,0,1
1,3,1.0,1.0,13.9,-37.7816,145.1066,1,0
3,3,1.0,2.0,12.1,-37.7076,144.9481,0,1
3,3,2.0,1.0,12.8,-37.7415,144.8668,0,1
1,3,2.0,2.0,13.8,-37.7714,145.1141,1,0
3,3,3.0,2.0,13.5,-37.79,144.7886,0,1
1,3,2.0,2.0,7.5,-37.7923,145.0595,0,1
1,3,2.0,1.0,7.8,-37.77536,145.06295,1,0
1,3,1.0,2.0,5.2,-37.7626,144.9535,1,0
3,3,1.0,1.0,22.7,-37.96318,145.18962,0,1
3,3,1.0,1.0,14.5,-37.7212,144.8545,1,0
1,3,2.0,2.0,21.5,-37.99464,145.08099,0,1
1,3,2.0,2.0,5.4,-37.81614,145.05056000000005,0,1
1,3,1.0,4.0,5.1,-37.8528,144.9994,1,0
3,3,1.0,0.0,13.3,-37.7705,144.8307,1,0
1,3,2.0,3.0,6.9,-37.7609,144.905,1,0
1,4,3.0,1.0,9.2,-37.7987,145.0788,0,1
1,4,2.0,2.0,10.7,-37.9292,145.0236,0,1
3,4,2.0,2.0,27.0,-38.03526,145.13286000000005,0,1
3,3,2.0,1.0,24.7,-37.98096,145.22621,0,1
3,3,2.0,2.0,14.8,-37.76048,144.78847,0,1
1,3,2.0,2.0,13.9,-37.7929,145.1338,0,1
1,2,1.0,2.0,4.5,-37.8501,144.9995,1,0
3,4,3.0,2.0,23.0,-37.79636,145.29351,0,1
3,4,2.0,2.0,9.9,-37.7236,144.9347,0,1
3,2,1.0,2.0,28.8,-37.99715,145.23526,1,0
3,2,2.0,1.0,11.2,-37.71147,144.93927,0,1
3,3,1.0,1.0,13.8,-37.94087,145.03366,1,0
3,2,1.0,1.0,14.5,-37.70657,145.07878,0,1
3,3,1.0,2.0,12.1,-37.70301,145.06341,0,1
3,3,1.0,2.0,12.8,-37.7305,144.8646,0,1
1,2,1.0,1.0,7.3,-37.85563,145.04369,1,0
3,4,2.0,2.0,13.6,-37.7071,144.8989,0,1
3,5,2.0,2.0,14.7,-37.9366,145.0954,0,1
3,3,1.0,1.0,12.4,-37.6968,144.9674,1,0
1,4,2.0,4.0,4.6,-37.839,145.0418,1,0
1,3,2.0,1.0,2.6,-37.8132,144.9929,1,0
1,2,1.0,6.0,7.5,-37.74022,144.89557,1,0
3,2,2.0,1.0,8.8,-37.7443,145.0015,0,1
3,3,1.0,2.0,15.5,-37.87019,144.7843,0,1
1,5,3.0,3.0,13.8,-37.91865,145.05418,1,0
1,3,2.0,2.0,16.7,-37.88599,145.17031,0,1
3,3,2.0,1.0,13.5,-37.7912,144.8215,0,1
3,4,2.0,2.0,12.1,-37.68223,145.07818,0,1
3,3,1.0,1.0,14.0,-37.66781,144.93809,1,0
1,3,1.0,2.0,13.9,-37.9262,145.0808,1,0
3,3,2.0,3.0,14.0,-37.72765,144.78107,0,1
1,4,2.0,1.0,3.3,-37.8477,144.9558,1,0
3,3,1.0,2.0,14.5,-37.69872,145.08743,0,1
3,2,1.0,2.0,8.4,-37.8471,144.8769,1,0
1,3,2.0,2.0,1.9,-37.83631,144.95536,0,1
3,4,3.0,2.0,6.3,-37.81961,144.88132,0,1
3,3,3.0,2.0,8.4,-37.75026,144.98428,0,1
1,3,1.0,1.0,8.5,-37.8831,145.0153,1,0
3,3,1.0,1.0,6.4,-37.797,144.9051,1,0
1,3,2.0,1.0,3.3,-37.8334,144.9867,0,1
3,2,1.0,1.0,11.2,-37.7177,144.9917,0,1
3,3,2.0,1.0,10.8,-37.7894,144.8463,0,1
1,4,2.0,3.0,7.2,-37.88014,144.99347,1,0
3,3,1.0,0.0,28.8,-37.99608,145.23587,1,0
3,3,1.0,2.0,13.6,-37.886,145.096,1,0
1,3,2.0,2.0,13.1,-37.8257,145.1216,1,0
3,3,2.0,2.0,31.7,-37.57499,144.75329,0,1
1,3,1.0,1.0,5.5,-37.7759,144.9909,1,0
3,2,1.0,3.0,12.3,-37.90168,145.11081,0,1
1,2,1.0,0.0,5.2,-37.7676,144.9665,1,0
1,4,3.0,2.0,10.3,-37.91503,145.00888,0,1
3,4,1.0,1.0,8.8,-37.7361,145.0093,1,0
1,4,2.0,2.0,13.1,-37.8244,145.1319,1,0
1,3,3.0,2.0,9.2,-37.8605,145.0455,0,1
1,3,2.0,1.0,10.7,-37.9084,145.0118,0,1
3,2,1.0,3.0,8.8,-37.7508,145.0209,1,0
3,4,2.0,2.0,14.7,-37.91269000000001,144.73946,0,1
1,3,2.0,1.0,5.2,-37.7697,144.9649,0,1
1,3,2.0,1.0,3.8,-37.8382,144.9272,0,1
1,3,1.0,1.0,6.2,-37.76464,144.91035,1,0
3,4,2.0,2.0,23.0,-37.79725,145.29651,0,1
1,3,2.0,0.0,3.0,-37.84962,144.95856,1,0
1,3,1.0,2.0,11.2,-37.9254,145.0045,1,0
1,4,1.0,5.0,6.8,-37.85908,144.89299,1,0
3,4,1.0,2.0,12.1,-37.7126,145.02996000000005,0,1
3,4,2.0,4.0,16.6,-37.6714,144.95458,0,1
1,3,3.0,1.0,9.1,-37.7584,144.8968,0,1
1,4,2.0,3.0,7.3,-37.79172,145.05863,1,0
3,3,1.0,1.0,11.2,-37.7013,145.0244,1,0
1,4,2.0,2.0,5.2,-37.75792,144.97218,0,1
3,4,2.0,3.0,8.2,-37.7926,144.8639,1,0
3,3,2.0,1.0,20.6,-37.57056,144.91751000000005,0,1
3,3,1.0,2.0,11.2,-37.7115,145.0009,0,1
3,4,2.0,2.0,12.1,-37.7002,145.06517,0,1
3,2,1.0,1.0,14.6,-37.9355,145.0485,1,0
1,3,1.0,1.0,7.5,-37.8204,145.0489,0,1
3,3,1.0,1.0,15.0,-37.731,145.0811,0,1
3,3,1.0,2.0,8.6,-37.78311,144.85331000000005,1,0
1,2,1.0,0.0,3.3,-37.8436,144.9925,1,0
3,3,2.0,2.0,19.9,-37.8101,145.21697,0,1
3,4,2.0,2.0,25.9,-37.58676,145.08889,0,1
1,3,2.0,0.0,7.8,-37.8349,145.0758,1,0
3,4,2.0,2.0,18.0,-37.70562,145.16611,0,1
1,4,1.0,1.0,5.5,-37.7784,144.9959,0,1
1,4,2.0,2.0,13.4,-37.84378,145.13407,1,0
1,3,2.0,3.0,13.9,-37.9119,145.0705,0,1
1,3,2.0,1.0,2.6,-37.7934,144.9562,1,0
1,3,1.0,0.0,1.6,-37.79674,144.96563,1,0
1,2,1.0,2.0,9.2,-37.8577,145.0576,1,0
3,3,1.0,1.0,10.5,-37.78514000000001,144.84561000000005,0,1
3,3,1.0,1.0,8.8,-37.7322,145.0318,0,1
1,5,2.0,2.0,13.7,-37.9419,145.0156,1,0
1,3,3.0,1.0,5.9,-37.7727,144.9136,1,0
3,3,1.0,1.0,13.5,-37.8003,144.8097,0,1
3,3,2.0,2.0,11.5,-37.718,144.9124,1,0
3,3,2.0,1.0,23.5,-37.91713,145.24706,0,1
1,3,2.0,2.0,5.9,-37.7821,144.9055,1,0
1,4,2.0,3.0,12.4,-37.78145,145.13598000000005,0,1
1,3,1.0,2.0,5.8,-37.7828,145.0154,0,1
1,2,1.0,0.0,2.6,-37.7931,144.9565,1,0
1,4,2.0,2.0,13.9,-37.7932,145.1275,0,1
3,3,1.0,0.0,14.0,-37.73704,144.79108,1,0
3,4,2.0,1.0,10.5,-37.77967,144.81275,1,0
1,3,1.0,1.0,13.4,-37.81511,145.15828,1,0
3,2,1.0,1.0,8.8,-37.74835,145.05042,0,1
3,3,2.0,2.0,9.4,-37.7374,144.9006,0,1
1,4,2.0,2.0,11.4,-37.8931,145.0479,0,1
1,4,3.0,2.0,13.9,-37.7912,145.1127,0,1
3,4,2.0,2.0,6.7,-37.73704,144.97959,1,0
1,4,2.0,1.0,8.0,-37.7439,144.9195,1,0
3,3,1.0,1.0,11.4,-37.7412,145.0642,1,0
1,3,2.0,1.0,13.9,-37.9159,145.0787,0,1
3,4,2.0,3.0,21.3,-37.82734,145.24487,1,0
1,4,1.0,2.0,13.9,-37.9194,145.05700000000004,1,0
3,3,1.0,2.0,17.2,-37.82596,145.1872,1,0
3,2,1.0,2.0,9.9,-37.717,144.9509,1,0
3,3,2.0,5.0,11.2,-37.70198,144.92166,1,0
1,3,1.0,1.0,4.6,-37.8243,145.0328,0,1
3,3,1.0,0.0,14.0,-37.69237,144.93143999999995,0,1
3,4,2.0,0.0,23.5,-37.9088,145.26318999999995,0,1
3,5,3.0,3.0,13.8,-37.8721,144.8105,0,1
1,2,1.0,1.0,13.9,-37.7887,145.1436,0,1
3,2,1.0,1.0,11.2,-37.7064,145.0264,0,1
3,2,1.0,2.0,12.6,-37.7938,144.8321,1,0
3,3,2.0,2.0,18.0,-37.70577,145.1316,0,1
1,3,1.0,2.0,8.0,-37.7418,144.8918,0,1
1,2,1.0,2.0,10.7,-37.9268,145.0094,1,0
1,4,1.0,1.0,5.7,-37.77167,145.02015,1,0
3,3,1.0,2.0,9.4,-37.7339,145.0405,1,0
1,3,2.0,2.0,5.2,-37.76491,144.95253,1,0
1,4,3.0,2.0,10.2,-37.82832,145.09242,0,1
1,3,2.0,2.0,17.3,-37.97359,145.0214,0,1
3,2,1.0,1.0,13.8,-37.8655,144.8299,0,1
1,3,2.0,2.0,9.3,-37.8896,145.0307,1,0
1,5,2.0,1.0,18.8,-37.9298,145.16523999999995,0,1
3,4,2.0,2.0,14.0,-37.75405,144.82013999999995,0,1
1,2,1.0,1.0,2.5,-37.8311,144.9914,0,1
3,2,2.0,1.0,10.5,-37.7426,145.0556,0,1
3,3,1.0,4.0,13.0,-37.7097,144.9351,1,0
3,3,1.0,3.0,11.1,-37.8294,144.8378,1,0
3,3,1.0,1.0,9.2,-37.7297,144.9645,0,1
1,3,2.0,1.0,2.4,-37.82146,145.00203,0,1
3,2,1.0,0.0,12.6,-37.7912,144.8439,0,1
3,4,2.0,2.0,25.5,-37.61729,145.0238,0,1
3,3,2.0,2.0,11.8,-37.7683,145.0959,1,0
3,5,3.0,3.0,8.5,-37.72565,144.94953999999996,1,0
1,4,2.0,5.0,5.9,-37.7791,144.9136,1,0
3,3,1.0,1.0,10.5,-37.7416,145.0481,1,0
3,3,1.0,2.0,12.1,-37.7106,144.9491,0,1
1,4,1.0,2.0,16.7,-37.87173,145.15267,0,1
1,3,2.0,2.0,8.5,-37.8847,144.9992,0,1
3,3,1.0,2.0,8.6,-37.79382,144.85107,1,0
1,3,2.0,0.0,3.3,-37.8452,144.9488,1,0
1,3,1.0,1.0,9.0,-37.8265,145.072,1,0
3,3,1.0,2.0,8.4,-37.849,144.8907,1,0
3,2,1.0,1.0,10.6,-37.7518,145.0698,0,1
1,3,1.0,2.0,10.2,-37.86394,145.09702,1,0
3,3,2.0,2.0,13.5,-37.7164,144.8792,0,1
3,3,1.0,1.0,14.5,-37.7169,144.8582,0,1
3,4,2.0,2.0,13.5,-37.7912,144.7979,0,1
1,4,2.0,1.0,9.2,-37.8513,145.0601,0,1
1,4,2.0,1.0,10.2,-37.86058,145.08542,0,1
3,3,1.0,2.0,11.2,-37.70855,144.90441,1,0
1,3,2.0,1.0,3.5,-37.7912,144.9825,0,1
3,3,2.0,2.0,20.0,-37.98329,145.0918,0,1
3,3,1.0,1.0,8.8,-37.7341,145.0275,1,0
1,4,1.0,2.0,10.3,-37.91053,145.02447,0,1
1,3,2.0,1.0,2.4,-37.8147,145.00852,0,1
1,2,1.0,1.0,2.6,-37.8119,144.9947,0,1
3,2,1.0,1.0,5.1,-37.78822,144.88361,0,1
3,4,2.0,4.0,11.2,-37.71328,144.90585,0,1
1,4,2.0,2.0,5.6,-37.8083,145.0418,1,0
1,3,2.0,2.0,7.3,-37.85223,145.08676,1,0
3,3,1.0,3.0,8.8,-37.7373,144.9864,1,0
1,4,1.0,3.0,7.5,-37.75728,144.90723,1,0
3,2,1.0,1.0,9.9,-37.7186,144.9306,0,1
1,4,3.0,2.0,11.4,-37.92098,145.02422,1,0
1,5,3.0,2.0,13.9,-37.9066,145.0541,1,0
3,3,1.0,1.0,29.8,-37.70484,144.57261,0,1
3,4,1.0,2.0,8.8,-37.743,144.9914,0,1
3,3,1.0,2.0,38.0,-38.15517,145.12705,1,0
3,3,2.0,1.0,12.6,-37.7809,144.8424,1,0
3,3,2.0,1.0,7.0,-37.8228,144.8799,1,0
1,3,3.0,3.0,9.7,-37.7189,144.9036,0,1
1,3,1.0,2.0,13.9,-37.7827,145.1051,0,1
3,4,3.0,1.0,15.0,-37.7198,145.1034,0,1
3,3,1.0,2.0,38.0,-38.15983,145.11351000000005,1,0
